timestamp,emg_ch1,emg_ch2,emg_ch3,emg_ch4,emg_ch5,emg_ch6,emg_ch7,emg_ch8,unity_val0,unity_val1,unity_val2,unity_val3,unity_val4,unity_val5,unity_val6,unity_val7,unity_val8,unity_val9,unity_val10,unity_val11,unity_val12,unity_val13,unity_val14,unity_val15,unity_val16,unity_val17,unity_val18,unity_val19,unity_val20,unity_val21,unity_val22,unity_val23,unity_val24,unity_val25,unity_val26,unity_val27,unity_val28,unity_val29,unity_val30,unity_val31,unity_val32,unity_val33,unity_val34,unity_val35,unity_val36,unity_val37,unity_val38,unity_val39,unity_val40,unity_val41,unity_val42,unity_val43,unity_val44,unity_val45,unity_val46,unity_val47,unity_val48,unity_val49,unity_val50,unity_val51,unity_val52,unity_val53,unity_val54,unity_val55,unity_val56,unity_val57,unity_val58,unity_val59,unity_val60,unity_val61,unity_val62,unity_val63,unity_val64,unity_val65,unity_val66,unity_val67,unity_val68,unity_val69,unity_val70,unity_val71,unity_val72,unity_val73,unity_val74,unity_val75,unity_val76,unity_val77
1769622078.3400116,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.7597,nan,nan,8.577,nan,nan,5.6794,nan,nan,nan,nan,nan,nan,nan,nan,27.3474,nan,nan,14.9284,nan,nan,2.9565,nan,nan,nan,nan,nan,nan,nan,nan,32.5153,nan,nan,33.1643,nan,nan,4.2527,nan,nan,nan,nan,nan,nan,nan,nan,16.674,nan,nan,19.5271,nan,nan,7.9864,nan,nan,nan,nan,nan,44.1265,nan,nan,23.7815,nan,nan,nan,nan,nan,nan,nan,nan
1769622078.4282906,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.5871,nan,nan,8.6579,nan,nan,5.392,nan,nan,nan,nan,nan,nan,nan,nan,26.6842,nan,nan,14.3978,nan,nan,3.5327,nan,nan,nan,nan,nan,nan,nan,nan,37.1698,nan,nan,41.9489,nan,nan,4.246,nan,nan,nan,nan,nan,nan,nan,nan,15.5858,nan,nan,21.7287,nan,nan,8.3699,nan,nan,nan,nan,nan,44.334,nan,nan,23.4934,nan,nan,nan,nan,nan,nan,nan,nan
1769622078.521238,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.3157,nan,nan,8.4368,nan,nan,5.1916,nan,nan,nan,nan,nan,nan,nan,nan,26.5533,nan,nan,13.4428,nan,nan,3.9688,nan,nan,nan,nan,nan,nan,nan,nan,42.4582,nan,nan,47.4981,nan,nan,4.4199,nan,nan,nan,nan,nan,nan,nan,nan,17.0487,nan,nan,23.9887,nan,nan,7.6717,nan,nan,nan,nan,nan,44.3234,nan,nan,22.7874,nan,nan,nan,nan,nan,nan,nan,nan
1769622078.6138155,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.2612,nan,nan,8.4137,nan,nan,4.9768,nan,nan,nan,nan,nan,nan,nan,nan,26.5968,nan,nan,12.8487,nan,nan,4.3242,nan,nan,nan,nan,nan,nan,nan,nan,46.6551,nan,nan,51.9588,nan,nan,4.4791,nan,nan,nan,nan,nan,nan,nan,nan,17.6412,nan,nan,25.685,nan,nan,7.8519,nan,nan,nan,nan,nan,44.3479,nan,nan,22.1048,nan,nan,nan,nan,nan,nan,nan,nan
1769622078.7021747,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.3478,nan,nan,8.5489,nan,nan,4.788,nan,nan,nan,nan,nan,nan,nan,nan,26.742,nan,nan,12.3939,nan,nan,4.6758,nan,nan,nan,nan,nan,nan,nan,nan,50.1227,nan,nan,55.7306,nan,nan,4.7374,nan,nan,nan,nan,nan,nan,nan,nan,18.3844,nan,nan,26.8577,nan,nan,6.5879,nan,nan,nan,nan,nan,44.3558,nan,nan,21.4197,nan,nan,nan,nan,nan,nan,nan,nan
1769622078.818559,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.2939,nan,nan,8.6049,nan,nan,4.7431,nan,nan,nan,nan,nan,nan,nan,nan,26.3876,nan,nan,11.7445,nan,nan,4.9423,nan,nan,nan,nan,nan,nan,nan,nan,52.5061,nan,nan,58.5289,nan,nan,5.1549,nan,nan,nan,nan,nan,nan,nan,nan,20.0127,nan,nan,25.8015,nan,nan,11.6103,nan,nan,nan,nan,nan,44.2345,nan,nan,21.3962,nan,nan,nan,nan,nan,nan,nan,nan
1769622078.89288,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.3136,nan,nan,8.5145,nan,nan,4.7274,nan,nan,nan,nan,nan,nan,nan,nan,26.2738,nan,nan,11.4485,nan,nan,5.2634,nan,nan,nan,nan,nan,nan,nan,nan,55.5696,nan,nan,60.2155,nan,nan,5.4013,nan,nan,nan,nan,nan,nan,nan,nan,21.3865,nan,nan,25.5589,nan,nan,15.5076,nan,nan,nan,nan,nan,44.243,nan,nan,22.2688,nan,nan,nan,nan,nan,nan,nan,nan
1769622078.9988976,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.0602,nan,nan,8.7431,nan,nan,4.5403,nan,nan,nan,nan,nan,nan,nan,nan,26.6408,nan,nan,11.1362,nan,nan,5.6605,nan,nan,nan,nan,nan,nan,nan,nan,57.1321,nan,nan,61.2509,nan,nan,5.3938,nan,nan,nan,nan,nan,nan,nan,nan,22.2867,nan,nan,33.6353,nan,nan,14.9715,nan,nan,nan,nan,nan,44.1759,nan,nan,23.0982,nan,nan,nan,nan,nan,nan,nan,nan
1769622079.0869997,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.0005,nan,nan,8.7188,nan,nan,4.4429,nan,nan,nan,nan,nan,nan,nan,nan,26.9236,nan,nan,11.0924,nan,nan,5.9654,nan,nan,nan,nan,nan,nan,nan,nan,56.9601,nan,nan,63.1685,nan,nan,5.1052,nan,nan,nan,nan,nan,nan,nan,nan,22.0041,nan,nan,33.2009,nan,nan,14.4406,nan,nan,nan,nan,nan,43.8261,nan,nan,23.5764,nan,nan,nan,nan,nan,nan,nan,nan
1769622079.174333,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.9709,nan,nan,7.8929,nan,nan,4.9446,nan,nan,nan,nan,nan,nan,nan,nan,23.1176,nan,nan,9.6058,nan,nan,5.4261,nan,nan,nan,nan,nan,nan,nan,nan,48.6661,nan,nan,51.4211,nan,nan,5.2819,nan,nan,nan,nan,nan,nan,nan,nan,20.2857,nan,nan,27.2226,nan,nan,11.8799,nan,nan,nan,nan,nan,44.0807,nan,nan,23.4374,nan,nan,nan,nan,nan,nan,nan,nan
1769622079.2633965,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.9155,nan,nan,7.0203,nan,nan,5.2713,nan,nan,nan,nan,nan,nan,nan,nan,19.1133,nan,nan,8.1659,nan,nan,4.6277,nan,nan,nan,nan,nan,nan,nan,nan,40.1609,nan,nan,42.2309,nan,nan,4.2879,nan,nan,nan,nan,nan,nan,nan,nan,18.5893,nan,nan,21.9682,nan,nan,10.7393,nan,nan,nan,nan,nan,44.265,nan,nan,24.3879,nan,nan,nan,nan,nan,nan,nan,nan
1769622079.3589857,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.8521,nan,nan,6.4079,nan,nan,5.6281,nan,nan,nan,nan,nan,nan,nan,nan,15.8977,nan,nan,6.6995,nan,nan,4.093,nan,nan,nan,nan,nan,nan,nan,nan,33.6452,nan,nan,34.5536,nan,nan,3.3671,nan,nan,nan,nan,nan,nan,nan,nan,17.3857,nan,nan,17.4944,nan,nan,9.3965,nan,nan,nan,nan,nan,44.2005,nan,nan,24.5608,nan,nan,nan,nan,nan,nan,nan,nan
1769622079.4589095,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.4049,nan,nan,6.6839,nan,nan,6.1509,nan,nan,nan,nan,nan,nan,nan,nan,12.783,nan,nan,6.9004,nan,nan,4.3108,nan,nan,nan,nan,nan,nan,nan,nan,28.0129,nan,nan,29.7754,nan,nan,3.5767,nan,nan,nan,nan,nan,nan,nan,nan,15.964,nan,nan,15.3995,nan,nan,8.9013,nan,nan,nan,nan,nan,44.3492,nan,nan,24.1214,nan,nan,nan,nan,nan,nan,nan,nan
1769622079.5567293,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.0907,nan,nan,7.6902,nan,nan,6.6869,nan,nan,nan,nan,nan,nan,nan,nan,10.1917,nan,nan,7.5926,nan,nan,4.8876,nan,nan,nan,nan,nan,nan,nan,nan,23.6658,nan,nan,26.4776,nan,nan,4.6201,nan,nan,nan,nan,nan,nan,nan,nan,14.739,nan,nan,14.8845,nan,nan,9.1844,nan,nan,nan,nan,nan,43.8604,nan,nan,22.9662,nan,nan,nan,nan,nan,nan,nan,nan
1769622079.644769,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.7067,nan,nan,8.7065,nan,nan,7.114,nan,nan,nan,nan,nan,nan,nan,nan,8.359,nan,nan,8.0581,nan,nan,5.5423,nan,nan,nan,nan,nan,nan,nan,nan,20.1259,nan,nan,23.7887,nan,nan,5.7504,nan,nan,nan,nan,nan,nan,nan,nan,13.8455,nan,nan,14.6124,nan,nan,9.6389,nan,nan,nan,nan,nan,43.0998,nan,nan,21.1781,nan,nan,nan,nan,nan,nan,nan,nan
1769622079.7408721,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.5941,nan,nan,8.9179,nan,nan,7.2149,nan,nan,nan,nan,nan,nan,nan,nan,6.6707,nan,nan,8.1521,nan,nan,5.5526,nan,nan,nan,nan,nan,nan,nan,nan,17.4575,nan,nan,21.2502,nan,nan,6.0585,nan,nan,nan,nan,nan,nan,nan,nan,13.2875,nan,nan,14.1012,nan,nan,9.5482,nan,nan,nan,nan,nan,42.34,nan,nan,18.5845,nan,nan,nan,nan,nan,nan,nan,nan
1769622079.8237484,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.3584,nan,nan,9.0725,nan,nan,7.2873,nan,nan,nan,nan,nan,nan,nan,nan,5.4897,nan,nan,7.957,nan,nan,5.5541,nan,nan,nan,nan,nan,nan,nan,nan,15.5079,nan,nan,18.9588,nan,nan,6.1194,nan,nan,nan,nan,nan,nan,nan,nan,12.7692,nan,nan,12.9488,nan,nan,9.1412,nan,nan,nan,nan,nan,41.4538,nan,nan,15.7062,nan,nan,nan,nan,nan,nan,nan,nan
1769622079.9206064,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.3264,nan,nan,8.8439,nan,nan,7.361,nan,nan,nan,nan,nan,nan,nan,nan,4.4593,nan,nan,7.7403,nan,nan,5.2083,nan,nan,nan,nan,nan,nan,nan,nan,13.8754,nan,nan,17.1489,nan,nan,5.6892,nan,nan,nan,nan,nan,nan,nan,nan,12.2018,nan,nan,11.9609,nan,nan,8.5872,nan,nan,nan,nan,nan,40.6118,nan,nan,13.3681,nan,nan,nan,nan,nan,nan,nan,nan
1769622080.017949,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.3659,nan,nan,8.2189,nan,nan,7.3952,nan,nan,nan,nan,nan,nan,nan,nan,3.9651,nan,nan,7.4248,nan,nan,4.6745,nan,nan,nan,nan,nan,nan,nan,nan,12.7403,nan,nan,15.5247,nan,nan,5.3671,nan,nan,nan,nan,nan,nan,nan,nan,11.7101,nan,nan,10.9378,nan,nan,8.2057,nan,nan,nan,nan,nan,39.7327,nan,nan,12.503,nan,nan,nan,nan,nan,nan,nan,nan
1769622080.1092658,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.337,nan,nan,7.9768,nan,nan,7.3737,nan,nan,nan,nan,nan,nan,nan,nan,3.7424,nan,nan,7.5102,nan,nan,4.4116,nan,nan,nan,nan,nan,nan,nan,nan,11.8565,nan,nan,14.3585,nan,nan,5.04,nan,nan,nan,nan,nan,nan,nan,nan,11.3215,nan,nan,9.9873,nan,nan,7.9661,nan,nan,nan,nan,nan,39.3888,nan,nan,12.6477,nan,nan,nan,nan,nan,nan,nan,nan
1769622080.214985,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.3202,nan,nan,12.5786,nan,nan,8.3392,nan,nan,nan,nan,nan,nan,nan,nan,4.4949,nan,nan,11.6102,nan,nan,7.7526,nan,nan,nan,nan,nan,nan,nan,nan,12.5109,nan,nan,14.2618,nan,nan,7.5674,nan,nan,nan,nan,nan,nan,nan,nan,10.7508,nan,nan,9.2649,nan,nan,9.5003,nan,nan,nan,nan,nan,39.389,nan,nan,14.6484,nan,nan,nan,nan,nan,nan,nan,nan
1769622080.2940557,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.8041,nan,nan,17.7417,nan,nan,10.869,nan,nan,nan,nan,nan,nan,nan,nan,4.9665,nan,nan,16.9058,nan,nan,14.3399,nan,nan,nan,nan,nan,nan,nan,nan,12.701,nan,nan,16.7373,nan,nan,13.8609,nan,nan,nan,nan,nan,nan,nan,nan,10.744,nan,nan,10.0834,nan,nan,12.3934,nan,nan,nan,nan,nan,39.351,nan,nan,16.4137,nan,nan,nan,nan,nan,nan,nan,nan
1769622080.4066494,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.8695,nan,nan,25.1388,nan,nan,29.967,nan,nan,nan,nan,nan,nan,nan,nan,5.969,nan,nan,32.2218,nan,nan,29.5737,nan,nan,nan,nan,nan,nan,nan,nan,10.8777,nan,nan,36.135,nan,nan,25.367,nan,nan,nan,nan,nan,nan,nan,nan,9.9721,nan,nan,24.6093,nan,nan,29.0636,nan,nan,nan,nan,nan,39.5983,nan,nan,17.7739,nan,nan,nan,nan,nan,nan,nan,nan
1769622080.483458,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.9437,nan,nan,31.9898,nan,nan,45.661,nan,nan,nan,nan,nan,nan,nan,nan,6.8354,nan,nan,50.4138,nan,nan,36.317,nan,nan,nan,nan,nan,nan,nan,nan,8.8942,nan,nan,52.9256,nan,nan,33.8235,nan,nan,nan,nan,nan,nan,nan,nan,9.7637,nan,nan,36.0219,nan,nan,42.351,nan,nan,nan,nan,nan,39.376,nan,nan,19.2634,nan,nan,nan,nan,nan,nan,nan,nan
1769622080.5879354,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12.6809,nan,nan,35.0837,nan,nan,63.3033,nan,nan,nan,nan,nan,nan,nan,nan,7.4252,nan,nan,64.6015,nan,nan,44.5138,nan,nan,nan,nan,nan,nan,nan,nan,7.4086,nan,nan,67.1967,nan,nan,41.2994,nan,nan,nan,nan,nan,nan,nan,nan,9.8221,nan,nan,42.9875,nan,nan,55.7176,nan,nan,nan,nan,nan,39.21,nan,nan,20.7553,nan,nan,nan,nan,nan,nan,nan,nan
1769622080.6784823,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14.0959,nan,nan,36.6621,nan,nan,79.6595,nan,nan,nan,nan,nan,nan,nan,nan,7.9037,nan,nan,77.1029,nan,nan,49.2726,nan,nan,nan,nan,nan,nan,nan,nan,6.2524,nan,nan,80.2672,nan,nan,45.2316,nan,nan,nan,nan,nan,nan,nan,nan,9.7551,nan,nan,53.2494,nan,nan,61.4012,nan,nan,nan,nan,nan,38.8487,nan,nan,22.2603,nan,nan,nan,nan,nan,nan,nan,nan
1769622080.7742434,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14.9098,nan,nan,41.0837,nan,nan,80.9831,nan,nan,nan,nan,nan,nan,nan,nan,8.3342,nan,nan,76.2815,nan,nan,56.1291,nan,nan,nan,nan,nan,nan,nan,nan,5.5754,nan,nan,79.7843,nan,nan,53.6992,nan,nan,nan,nan,nan,nan,nan,nan,9.9582,nan,nan,54.0254,nan,nan,67.8532,nan,nan,nan,nan,nan,38.5864,nan,nan,22.4452,nan,nan,nan,nan,nan,nan,nan,nan
1769622080.8614516,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14.8871,nan,nan,44.1033,nan,nan,72.5114,nan,nan,nan,nan,nan,nan,nan,nan,8.0623,nan,nan,69.7129,nan,nan,55.4828,nan,nan,nan,nan,nan,nan,nan,nan,4.2548,nan,nan,74.085,nan,nan,54.4175,nan,nan,nan,nan,nan,nan,nan,nan,9.494,nan,nan,56.3879,nan,nan,65.5118,nan,nan,nan,nan,nan,38.2205,nan,nan,23.1048,nan,nan,nan,nan,nan,nan,nan,nan
1769622080.9574518,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14.4003,nan,nan,39.7714,nan,nan,61.5496,nan,nan,nan,nan,nan,nan,nan,nan,6.5459,nan,nan,57.8108,nan,nan,47.8738,nan,nan,nan,nan,nan,nan,nan,nan,4.4981,nan,nan,61.4997,nan,nan,47.7169,nan,nan,nan,nan,nan,nan,nan,nan,9.8291,nan,nan,51.6638,nan,nan,58.8682,nan,nan,nan,nan,nan,38.0298,nan,nan,22.551,nan,nan,nan,nan,nan,nan,nan,nan
1769622081.0592027,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12.094,nan,nan,32.5789,nan,nan,50.3098,nan,nan,nan,nan,nan,nan,nan,nan,5.4599,nan,nan,46.7839,nan,nan,38.7104,nan,nan,nan,nan,nan,nan,nan,nan,4.4431,nan,nan,49.5934,nan,nan,38.4114,nan,nan,nan,nan,nan,nan,nan,nan,9.8575,nan,nan,42.764,nan,nan,48.454,nan,nan,nan,nan,nan,37.9668,nan,nan,21.9328,nan,nan,nan,nan,nan,nan,nan,nan
1769622081.140834,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.9622,nan,nan,26.5467,nan,nan,41.4624,nan,nan,nan,nan,nan,nan,nan,nan,4.6187,nan,nan,37.7542,nan,nan,31.2425,nan,nan,nan,nan,nan,nan,nan,nan,3.7957,nan,nan,39.6712,nan,nan,31.0041,nan,nan,nan,nan,nan,nan,nan,nan,9.1671,nan,nan,34.9996,nan,nan,39.4349,nan,nan,nan,nan,nan,37.6778,nan,nan,20.9388,nan,nan,nan,nan,nan,nan,nan,nan
1769622081.2343323,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.1441,nan,nan,22.0917,nan,nan,34.4006,nan,nan,nan,nan,nan,nan,nan,nan,3.7725,nan,nan,30.8818,nan,nan,25.9312,nan,nan,nan,nan,nan,nan,nan,nan,3.4441,nan,nan,32.0571,nan,nan,25.3827,nan,nan,nan,nan,nan,nan,nan,nan,7.5006,nan,nan,28.8011,nan,nan,32.7459,nan,nan,nan,nan,nan,37.3199,nan,nan,19.4564,nan,nan,nan,nan,nan,nan,nan,nan
1769622081.3360097,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.8758,nan,nan,19.7846,nan,nan,28.5943,nan,nan,nan,nan,nan,nan,nan,nan,3.33,nan,nan,26.2319,nan,nan,21.0834,nan,nan,nan,nan,nan,nan,nan,nan,2.861,nan,nan,26.6944,nan,nan,20.6018,nan,nan,nan,nan,nan,nan,nan,nan,8.9571,nan,nan,24.1372,nan,nan,27.0442,nan,nan,nan,nan,nan,35.5082,nan,nan,15.4743,nan,nan,nan,nan,nan,nan,nan,nan
1769622081.425355,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19.1514,nan,nan,17.7488,nan,nan,23.5949,nan,nan,nan,nan,nan,nan,nan,nan,12.2907,nan,nan,25.2095,nan,nan,17.0058,nan,nan,nan,nan,nan,nan,nan,nan,7.5405,nan,nan,26.1978,nan,nan,18.0586,nan,nan,nan,nan,nan,nan,nan,nan,9.39,nan,nan,22.5645,nan,nan,23.1875,nan,nan,nan,nan,nan,33.1435,nan,nan,12.5666,nan,nan,nan,nan,nan,nan,nan,nan
1769622081.5307376,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32.0208,nan,nan,17.451,nan,nan,19.4877,nan,nan,nan,nan,nan,nan,nan,nan,24.4303,nan,nan,24.852,nan,nan,13.6815,nan,nan,nan,nan,nan,nan,nan,nan,16.433,nan,nan,28.6672,nan,nan,15.7042,nan,nan,nan,nan,nan,nan,nan,nan,19.1909,nan,nan,25.6459,nan,nan,18.66,nan,nan,nan,nan,nan,33.1704,nan,nan,14.1696,nan,nan,nan,nan,nan,nan,nan,nan
1769622081.608783,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,42.7021,nan,nan,17.739,nan,nan,16.9807,nan,nan,nan,nan,nan,nan,nan,nan,34.9515,nan,nan,25.0536,nan,nan,11.4432,nan,nan,nan,nan,nan,nan,nan,nan,26.6621,nan,nan,29.0133,nan,nan,14.251,nan,nan,nan,nan,nan,nan,nan,nan,30.6021,nan,nan,25.6085,nan,nan,15.1365,nan,nan,nan,nan,nan,33.4106,nan,nan,14.6921,nan,nan,nan,nan,nan,nan,nan,nan
1769622081.7228775,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,52.795,nan,nan,17.3441,nan,nan,14.4015,nan,nan,nan,nan,nan,nan,nan,nan,46.0851,nan,nan,23.0944,nan,nan,9.208,nan,nan,nan,nan,nan,nan,nan,nan,37.7049,nan,nan,28.0041,nan,nan,12.2022,nan,nan,nan,nan,nan,nan,nan,nan,42.5074,nan,nan,24.256,nan,nan,11.8552,nan,nan,nan,nan,nan,33.7153,nan,nan,15.4426,nan,nan,nan,nan,nan,nan,nan,nan
1769622081.7985957,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,61.2157,nan,nan,16.6083,nan,nan,12.758,nan,nan,nan,nan,nan,nan,nan,nan,55.2252,nan,nan,21.4158,nan,nan,7.5701,nan,nan,nan,nan,nan,nan,nan,nan,47.0086,nan,nan,26.3429,nan,nan,10.9603,nan,nan,nan,nan,nan,nan,nan,nan,52.5485,nan,nan,22.346,nan,nan,9.11,nan,nan,nan,nan,nan,33.6425,nan,nan,16.2271,nan,nan,nan,nan,nan,nan,nan,nan
1769622081.9009175,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,52.9331,nan,nan,19.5858,nan,nan,13.8357,nan,nan,nan,nan,nan,nan,nan,nan,49.8167,nan,nan,23.2985,nan,nan,7.3473,nan,nan,nan,nan,nan,nan,nan,nan,45.4805,nan,nan,26.5641,nan,nan,10.5569,nan,nan,nan,nan,nan,nan,nan,nan,55.955,nan,nan,20.6963,nan,nan,7.4937,nan,nan,nan,nan,nan,33.98,nan,nan,16.9257,nan,nan,nan,nan,nan,nan,nan,nan
1769622081.9922583,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,43.3433,nan,nan,16.208,nan,nan,12.9743,nan,nan,nan,nan,nan,nan,nan,nan,40.9953,nan,nan,18.9773,nan,nan,6.8537,nan,nan,nan,nan,nan,nan,nan,nan,37.2322,nan,nan,21.5364,nan,nan,9.2563,nan,nan,nan,nan,nan,nan,nan,nan,45.6175,nan,nan,17.9862,nan,nan,7.4821,nan,nan,nan,nan,nan,32.8593,nan,nan,18.0566,nan,nan,nan,nan,nan,nan,nan,nan
1769622082.0933406,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,36.3998,nan,nan,13.8273,nan,nan,11.5745,nan,nan,nan,nan,nan,nan,nan,nan,34.3814,nan,nan,14.8075,nan,nan,5.8739,nan,nan,nan,nan,nan,nan,nan,nan,31.4798,nan,nan,16.9788,nan,nan,7.8938,nan,nan,nan,nan,nan,nan,nan,nan,39.5118,nan,nan,14.5769,nan,nan,7.4167,nan,nan,nan,nan,nan,31.0209,nan,nan,17.1119,nan,nan,nan,nan,nan,nan,nan,nan
1769622082.1697137,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30.7259,nan,nan,12.0443,nan,nan,10.2155,nan,nan,nan,nan,nan,nan,nan,nan,28.9641,nan,nan,11.4762,nan,nan,5.3166,nan,nan,nan,nan,nan,nan,nan,nan,26.9814,nan,nan,13.2725,nan,nan,6.9741,nan,nan,nan,nan,nan,nan,nan,nan,34.2768,nan,nan,11.5227,nan,nan,7.113,nan,nan,nan,nan,nan,30.2378,nan,nan,17.0688,nan,nan,nan,nan,nan,nan,nan,nan
1769622082.2791085,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26.3743,nan,nan,10.6371,nan,nan,9.2048,nan,nan,nan,nan,nan,nan,nan,nan,24.4593,nan,nan,9.0879,nan,nan,4.6894,nan,nan,nan,nan,nan,nan,nan,nan,22.9072,nan,nan,10.0542,nan,nan,5.7778,nan,nan,nan,nan,nan,nan,nan,nan,29.1169,nan,nan,9.4295,nan,nan,6.4558,nan,nan,nan,nan,nan,29.655,nan,nan,16.4724,nan,nan,nan,nan,nan,nan,nan,nan
1769622082.362356,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22.7743,nan,nan,9.488,nan,nan,8.3892,nan,nan,nan,nan,nan,nan,nan,nan,20.8818,nan,nan,7.0929,nan,nan,4.2484,nan,nan,nan,nan,nan,nan,nan,nan,19.467,nan,nan,8.4033,nan,nan,5.0223,nan,nan,nan,nan,nan,nan,nan,nan,24.7108,nan,nan,7.3226,nan,nan,6.2964,nan,nan,nan,nan,nan,29.1533,nan,nan,15.8174,nan,nan,nan,nan,nan,nan,nan,nan
1769622082.4623349,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19.5003,nan,nan,8.5708,nan,nan,7.6808,nan,nan,nan,nan,nan,nan,nan,nan,17.7798,nan,nan,5.7809,nan,nan,3.9821,nan,nan,nan,nan,nan,nan,nan,nan,16.657,nan,nan,7.5333,nan,nan,4.596,nan,nan,nan,nan,nan,nan,nan,nan,20.9974,nan,nan,6.1118,nan,nan,6.5418,nan,nan,nan,nan,nan,28.6417,nan,nan,15.052,nan,nan,nan,nan,nan,nan,nan,nan
